Requests_Per_Second,Latency_Mean_ms,Latency_P99_ms,Errors_Count
134,2.536924276119403,2.8720616699999995,0.0
136,2.5086031397058823,2.7142774500000004,0.0
136,2.5186076544117646,2.972175850000002,0.0
138,2.519351492753623,2.918020359999999,0.0
138,2.5412457391304346,2.9014046999999987,0.0
140,2.516219607142857,2.64414171,0.0
140,2.5379651571428568,3.017225099999997,0.0
142,2.520452985915493,2.76048809,0.0
143,2.5254617412587415,2.7804785800000005,0.0
144,2.5413055555555553,2.7682916,0.0
145,2.528637234482759,3.094553200000001,0.0
146,2.5181618424657537,2.75319245,0.0
147,2.5673781496598638,3.831471839999999,0.0
148,2.5192049864864865,2.7546043300000003,0.0
149,2.5324908523489933,2.7447482,0.0
150,2.556820233333333,3.8952785899999913,0.0
151,2.508190158940397,2.5743270000000003,0.0
152,2.5473202434210527,3.4762360600000006,0.0
154,2.516360785714286,2.7653480399999997,0.0
154,2.5382173051948054,3.01239016,0.0
155,2.5147645548387096,2.716217560000001,0.0
157,2.5571988025477705,3.6932703999999994,0.0
157,2.5144860573248407,2.73207964,0.0
159,2.5602244779874215,4.446683179999976,0.0
160,2.50834506875,2.62460872,0.0
161,2.5968212670807453,5.766420600000001,0.0
161,2.5124454285714286,2.741055,0.0
163,2.5478817116564416,3.7746918999999988,0.0
164,2.5188853780487803,2.7605737,0.0
165,2.5974580969696968,5.2449162399999985,0.0
166,2.521710313253012,2.7752442,0.0
167,2.523756616766467,3.1881115600000043,0.0
168,2.6115309642857145,5.809418700000007,0.0
169,2.529583775147929,2.7659306,0.0
170,2.5770811235294118,4.361440160000004,0.0
172,2.523194412790698,2.7590374,0.0
172,2.602927069767442,5.842728279999995,0.0
173,2.5081351618497107,2.73132508,0.0
175,2.6187230114285716,5.655196799999999,0.0
175,2.5252943085714286,2.7764848,0.0
177,2.591995350282486,4.496432120000007,0.0
178,2.5053967303370785,2.637382539999998,0.0
178,2.569933191011236,4.539237119999999,0.0
180,2.5085988777777777,2.70026342,0.0
